Date,Total Cyclists,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Ground minimum temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2022-04-19,4819,-1,-1,7.8,-0.3,12.1,2.9
2022-04-20,5533,-1,-1,10.3,1.4,14.2,4.8
2022-04-21,5622,-1,-1,9.8,3.3,14.3,5.8
2022-04-22,5280,-1,-1,8.8,1.2,14.1,4.1
2022-04-23,3745,-1,-1,7.9,1.3,12.1,5.2
2022-04-24,3440,-1,-1,7.3,1.2,12.1,2.4
2022-04-25,5291,-1,-1,6.8,2.8,12.5,3.8
2022-04-26,5964,-1,-1,6.8,0.4,11.3,3.1
2022-04-27,5209,-1,-1,3.1,-3.6,6.8,-0.7
2022-04-28,4364,1.5,-1,2.6,-4.1,5.7,-1.6
2022-04-29,4324,-1,-1,3.5,-1.9,7.7,-0.2
2022-04-30,2865,-1,-1,4.1,-4.8,7.5,-1.9
2022-05-01,2761,-1,-1,6.3,2.1,10,3.7
2022-05-02,4953,-1,-1,6.9,0.3,11,3
2022-05-03,5197,-1,-1,5.5,3.3,8,4.2
2022-05-04,5629,-1,-1,5.4,-2.9,10.7,-0.5
2022-05-05,5235,-1,-1,8.3,3.7,13.1,4.5
2022-05-06,6046,-1,-1,9.1,3.3,15.2,5
2022-05-07,2606,2,-1,7.1,3.8,10.3,5.9
2022-05-08,3039,-1,-1,7.1,1.5,11.2,3
2022-05-09,5808,-1,-1,7,-0.1,11.6,2.5
2022-05-10,6741,7.9,-1,9.1,4.2,14,5.5
2022-05-11,4245,-1,-1,8.4,6.1,10.8,6.9
2022-05-12,5730,0.3,-1,8.7,5.7,11.9,6.4
2022-05-13,5879,3.2,-1,10.9,5.4,16.2,7.1
2022-05-14,3716,-1,-1,9.3,0.7,13.4,4.7
2022-05-15,3910,-1,-1,10.5,4.7,14.6,6
2022-05-16,6617,1.3,-1,10.7,5.4,15.2,6.7
2022-05-17,6587,-1,-1,8.2,1.2,12.1,4.1
2022-05-18,7895,-1,-1,11.2,1.7,16.3,5.4
2022-05-19,7121,-1,-1,10.1,6,14,7.7
2022-05-20,4593,-1,-1,9,3.2,11.1,7.2
2022-05-21,4357,-1,-1,9.9,2.3,13.8,5.1
2022-05-22,4486,-1,-1,9.4,2.8,12.3,6.7
2022-05-23,7910,-1,-1,13.8,1.1,18.3,5.6
2022-05-24,9113,-1,-1,14.2,2.5,19.5,7.7
2022-05-25,7798,8.4,-1,13.6,3.7,18,8.8
2022-05-26,2165,5.4,-1,10.4,9.8,14.2,8.5
2022-05-27,2607,11.4,-1,9.5,7.7,11.4,8.1
2022-05-28,2458,1.2,-1,10.3,8,13.5,8.1
2022-05-29,4383,-1,-1,10.8,6.2,14.8,8.7
2022-05-30,8343,1.9,-1,13,3.2,17.1,7
2022-05-31,3822,3.6,-1,11.6,10.1,14.4,10
2022-06-01,7658,9.9,-1,13.1,8.6,17.1,9.1
2022-06-02,3136,10.9,-1,11,10.4,14.8,9.8
2022-06-03,6212,1.2,-1,11.9,9,15.7,8.9
2022-06-04,4403,1.6,-1,12.9,9.4,17.8,9.8
2022-06-05,4831,-1,-1,13.8,8.4,17.8,11.5
2022-06-06,8382,-1,-1,14.1,4.7,18.2,8.2
2022-06-07,9397,2.2,-1,14.7,5.1,18.8,8.7
2022-06-08,6344,-1,-1,14.9,7.8,19,12.2
2022-06-09,8518,-1,-1,15.2,8.7,17.9,12.2
2022-06-10,7273,-1,-1,17,8.6,20.4,12
2022-06-11,6476,-1,-1,17.8,10.3,21.7,13.4
2022-06-12,6036,-1,-1,16.1,9.8,20.5,13.2
2022-06-13,8140,-1,-1,14.6,10,17,12.9
2022-06-14,8332,0.2,-1,15.3,7.8,18.6,12.1
2022-06-15,8745,-1,-1,17.9,10.7,22.4,13.5
2022-06-16,8399,-1,-1,17.3,8.5,22.6,12.3
2022-06-17,7623,-1,-1,17.2,9.9,23.3,13.2
2022-06-18,2242,9.5,-1,13.8,9.6,15.2,12.5
2022-06-19,5236,-1,-1,15.7,12.9,19.2,13.5
2022-06-20,6119,0.8,-1,13.6,10.4,16.6,12.2
2022-06-21,8734,-1,-1,15.1,6.7,18.4,9.7
2022-06-22,8153,-1,-1,17.5,8.9,21.5,12.2
2022-06-23,6105,-1,-1,17.5,12.6,21.1,15.4
2022-06-24,3460,-1,-1,18.6,13.6,23.5,14.7
2022-06-25,3571,-1,-1,20.6,11.2,24.3,14.3
2022-06-26,3904,-1,-1,23.4,12.8,28.6,16.3
2022-06-27,7307,-1,-1,24.9,14.8,29.5,18.6
2022-06-28,8220,-1,-1,23.8,16.4,27.8,19.8
2022-06-29,8064,-1,-1,22,18.2,25.2,19.3
2022-06-30,8131,-1,-1,22.5,16.2,26,19.1
2022-07-01,8321,-1,-1,22.7,15.1,26.5,19.1
2022-07-02,7236,-1,-1,24.2,19.4,28.1,21.3
2022-07-03,6079,-1,-1,22.1,18.4,24.5,19
2022-07-04,8385,-1,-1,20,11.9,24,15.4
2022-07-05,8184,0.4,-1,19.6,14.2,22.5,16.7
2022-07-06,7967,-1,-1,18.1,14.3,20.6,16.3
2022-07-07,7621,-1,-1,17.9,10.5,21.8,14.4
2022-07-08,7077,-1,-1,17.1,8.6,20,12.3
2022-07-09,4747,2.2,-1,17.1,15.5,19.7,16.5
2022-07-10,5440,-1,-1,17.5,11.4,21.7,12
2022-07-11,7309,-1,-1,19.5,10.7,23.4,14.5
2022-07-12,6840,0.9,-1,20.6,13.9,25,16.1
2022-07-13,5906,17.8,-1,19.7,17.9,22.7,18.5
2022-07-14,6746,6.3,-1,17.8,15.5,21.4,16
2022-07-15,5388,-1,-1,16,10.6,18.7,12.1
2022-07-16,3865,4,-1,14.1,9.1,16.9,12
2022-07-17,3235,1.7,-1,14.7,11,18.1,11.9
2022-07-18,6384,0.1,-1,15.5,11.7,18.2,12.3
2022-07-19,6532,0.9,-1,17.8,12.4,22.2,14.7
2022-07-20,7749,-1,-1,19.2,10.4,24.8,12.2
2022-07-21,7385,-1,-1,20.4,11.3,24.5,14.4
2022-07-22,7021,1.3,-1,21.5,14.2,25.9,17.9
2022-07-23,5288,-1,-1,19.2,16.8,21.8,17.2
2022-07-24,3885,0.4,-1,17.9,14.9,20.5,15.9
2022-07-25,7649,-1,-1,19.5,12.2,22.9,15.2
2022-07-26,5172,2.2,-1,19.3,17.2,23.2,17.6
2022-07-27,7069,-1,-1,17.4,15.2,20.3,16.5
2022-07-28,6364,0.5,-1,16.5,13.7,19.9,14.3
2022-07-29,6428,-1,-1,16.2,8.9,20.9,11.4
2022-07-30,5076,0.4,-1,16.5,10.6,20.5,12.7
2022-07-31,5213,-1,-1,16.7,8.6,21.1,11.9
