Date,Total Cyclists,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Ground minimum temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2019-11-07,2682,0.8,-1,-1.5,-4.5,1.3,-3.7
2019-11-08,2383,1,2,1.7,-0.9,5.2,-0.8
2019-11-09,1579,4.7,-1,6.5,4.2,7.1,5.2
2019-11-10,853,7.8,-1,7.6,5.4,8.9,5.8
2019-11-11,4204,-1,-1,0.6,0.9,8,-0.7
2019-11-12,4324,12.6,-1,3.4,-2.5,6.3,-0.9
2019-11-13,2600,20.1,-1,7,4.4,7.8,5.2
2019-11-14,3193,2.7,-1,8.3,7.3,10.5,6.4
2019-11-15,3915,-1,-1,2.7,-1.5,6.3,0.9
2019-11-16,1694,0.4,-1,1.8,,2.5,-0.4
2019-11-17,1523,-1,-1,7.4,,8.8,2.5
2019-11-18,4265,0.6,-1,6.2,,8,3.4
2019-11-19,4120,-1,-1,6.9,,7.5,6.2
2019-11-20,4368,-1,-1,6.1,,6.9,5.6
2019-11-21,4239,0.2,-1,5,,6,3.4
2019-11-22,3291,-1,-1,1.9,,5.5,0.1
2019-11-23,1664,-1,-1,1,,1.4,-0.1
2019-11-24,1453,-1,-1,-0.1,,1.2,-0.5
2019-11-25,4734,-1,-1,1,,1.7,-0.7
2019-11-26,4096,0.3,-1,1.7,,2.2,1.2
2019-11-27,2768,6.8,-1,2.5,,2.9,1.8
2019-11-28,2587,13.6,-1,3.7,,4.4,2.9
2019-11-29,2302,5.3,-1,3.6,,5.4,-0.3
2019-11-30,858,-1,2,-3,,-0.3,-4.5
2019-12-01,787,-1,2,-0.5,,1.3,-3.3
2019-12-02,2821,-1,2,-0.9,,0.8,-1.9
2019-12-03,2828,-1,2,-0.4,,2.2,-2.9
2019-12-04,3116,-1,-1,4.5,,6.2,2.1
2019-12-05,2826,0.1,-1,6.6,,7.3,3.9
2019-12-06,798,4.2,-1,5.9,,7.3,4.9
2019-12-07,675,4.6,-1,5.8,,6.9,4.8
2019-12-08,1105,7,-1,3.2,,6.2,1.8
2019-12-09,2894,7.4,-1,6.4,,7.7,3.2
2019-12-10,2580,-1,2,-1.7,,6.1,-4.2
2019-12-11,2483,0.7,2,1.8,,3.1,-4.9
2019-12-12,2693,0.6,-1,1.8,,3.1,0.6
2019-12-13,2439,0.4,-1,3.1,,3.9,1.4
2019-12-14,1154,9.3,-1,3,,3.6,2
2019-12-15,777,3.6,-1,2.8,,3.6,1.2
2019-12-16,3308,7.7,-1,3.8,,4.7,3.2
2019-12-17,3317,5.7,-1,4.5,,5.5,3.4
2019-12-18,1958,16.2,-1,4.5,,7,2.1
2019-12-19,3030,-1,-1,1.8,,3,1.3
2019-12-20,2558,0.1,-1,4,,4.6,0.7
2019-12-21,1287,-1,-1,3.1,,4.1,2.6
2019-12-22,847,1.4,-1,4.7,,5.9,2.9
2019-12-23,1541,0.3,-1,4.6,,5.8,4
2019-12-24,450,6.9,-1,3,,4.4,2.6
2019-12-25,484,-1,-1,1.7,,2.7,0.9
2019-12-26,651,-1,-1,0.6,,1.8,0.3
2019-12-27,1101,-1,-1,-2.2,,0.4,-4.1
2019-12-28,752,-1,-1,-4.6,,-2.5,-6.6
2019-12-29,686,0.1,-1,2,,4.5,-7.1
2019-12-30,1907,-1,-1,5.4,,6.7,4.4
2019-12-31,1599,0.1,-1,1.8,,5.5,-1
2020-01-01,812,-1,-1,2.3,,4,-1.2
2020-01-02,2431,-1,-1,4.3,,5.6,2.6
2020-01-03,1809,0.3,-1,5.1,,6.2,4.7
2020-01-04,1412,-1,-1,2.5,,5.4,2.1
2020-01-05,1292,2.7,-1,-1,,2.2,-4.2
2020-01-06,1050,0.3,-1,2.1,,3.3,-1.5
2020-01-07,3313,0.8,-1,5,,5.9,3.2
2020-01-08,2655,1.4,-1,5.7,,7.4,4.7
2020-01-09,3754,-1,-1,2.9,,7.5,1.5
2020-01-10,3099,-1,-1,-1.5,,1.6,-2.4
2020-01-11,1204,6.2,-1,0.8,,4.3,-4
2020-01-12,1085,0.3,-1,5.5,,6.5,3.2
2020-01-13,3623,-1,-1,2.3,,5.7,1.3
2020-01-14,3514,3.5,-1,3.8,,4.7,2.4
2020-01-15,2388,7.7,-1,6.1,,7.4,3.3
2020-01-16,3525,-1,-1,5.5,,6.9,4.6
2020-01-17,3355,-1,-1,4.7,,5.8,3.3
2020-01-18,1062,1.3,-1,3.9,,5.2,2.4
2020-01-19,1376,-1,-1,4,,5.4,2.7
2020-01-20,3780,-1,-1,3.7,,4.5,1.8
2020-01-21,3797,0.4,-1,5.6,,8.3,3.5
2020-01-22,3076,-1,-1,1.7,,4.5,-0.1
2020-01-23,3044,-1,-1,0.9,,4,-2
2020-01-24,2901,1.2,-1,2.1,,4,1.3
2020-01-25,1304,0.5,-1,1.2,,2.8,0.3
2020-01-26,1359,0.9,-1,3.5,,5.6,-0.6
2020-01-27,2715,7.5,-1,1.1,,3.7,-0.4
2020-01-28,2652,4,-1,3.4,,4.1,2
2020-01-29,2806,8.9,-1,2,,3.3,0.9
2020-01-30,2621,5,-1,2,,2.7,1.1
2020-01-31,2856,0.1,-1,2.2,,2.7,1.4
2020-02-01,934,5.7,-1,2.9,,3.2,2
2020-02-02,1137,0.8,-1,4.1,,5.5,2.4
2020-02-03,3218,-1,-1,0,,2.4,-1.1
2020-02-04,3032,-1,-1,-3.8,,-1.1,-5.3
2020-02-05,3056,0.1,-1,-0.6,,2.2,-6.1
2020-02-06,2872,-1,-1,-2.8,,2.2,-5.3
2020-02-07,2488,0.8,-1,-3,,0.3,-7.1
2020-02-08,881,-1,-1,1.3,,2.7,-0.1
2020-02-09,827,6,-1,3.7,,4.1,2.5
2020-02-10,2069,2.2,-1,4.1,,5.2,3.2
2020-02-11,3266,9.6,-1,3.6,,4.9,2
2020-02-12,2768,2.6,-1,3.1,,4.3,0.5
2020-02-13,3152,-1,-1,2.2,,3.7,1.6
2020-02-14,2777,-1,-1,-0.4,,1.6,-2.1
2020-02-15,909,3,-1,2.4,,3.4,-1.9
2020-02-16,465,33.9,-1,4,,4.8,2.9
2020-02-17,2097,1,-1,5.3,,5.8,4.1
2020-02-18,2660,-1,-1,5.4,,6.2,4.9
2020-02-19,2899,0.2,-1,4.3,,6.5,3.5
2020-02-20,2681,0.3,-1,1.6,,3.8,0.3
2020-02-21,1774,0.3,-1,3.5,,4.4,0.8
2020-02-22,437,11,-1,4.3,,4.9,2.1
2020-02-23,1279,-1,-1,4.1,,6.2,2.5
2020-02-24,3777,-1,-1,2,,4.6,0.8
2020-02-25,3614,-1,-1,-0.9,,1.7,-3
2020-02-26,3218,-1,-1,-0.7,,1.8,-1.9
2020-02-27,3001,-1,-1,-3,,0.1,-5.8
2020-02-28,2735,-1,-1,-3.5,,1.1,-6.8
2020-02-29,1085,2.8,-1,-2,,2.2,-8.2
2020-03-01,629,10,-1,2.2,,4.1,0.5
2020-03-02,2976,0.3,-1,3.6,,5.3,2.7
2020-03-03,3149,0.4,-1,2.6,,3.8,1.4
2020-03-04,2172,10.8,-1,2.3,,3.2,0.6
2020-03-05,2925,1.8,-1,3.3,,3.9,2.8
2020-03-06,3261,-1,-1,2.7,,5.1,1.1
2020-03-07,1565,-1,-1,1.4,,4,-1.2
2020-03-08,1704,-1,-1,1.4,,3.6,-2.2
2020-03-09,3783,1.6,-1,4.1,,5.4,3
2020-03-10,2854,4.3,-1,3.8,,5,3.1
2020-03-11,2507,7.6,-1,3.5,,4.3,3
2020-03-12,3336,7.8,-1,4.1,,6.7,2.9
2020-03-13,2971,-1,-1,1.4,,4,0.1
2020-03-14,1529,-1,-1,-1.8,,0.8,-4.6
2020-03-15,1558,1.3,-1,1.8,,4.2,-3.6
2020-03-16,2434,0.4,-1,3.4,,6.2,1
2020-03-17,2859,-1,-1,2.3,,4.8,-3.3
2020-03-18,2434,1.5,-1,4.7,,6.3,3.8
2020-03-19,3368,0.2,-1,4.3,,8.1,1.3
2020-03-20,2787,-1,-1,1,,5.3,-0.8
2020-03-21,1378,1,-1,-1.5,,2.6,-5.3
2020-03-22,2068,-1,-1,-0.6,,2,-4.9
2020-03-23,2863,-1,-1,2.2,,4.2,-0.2
2020-03-24,3211,-1,-1,3.8,,5.7,2.2
2020-03-25,3275,-1,-1,5.2,,6.5,3.5
2020-03-26,3799,-1,-1,4.9,,7.4,3.6
2020-03-27,3647,-1,-1,4.4,,6.3,2.5
2020-03-28,3900,-1,-1,5.5,,9.5,3.2
2020-03-29,3034,-1,-1,0.4,,5.3,-1.9
2020-03-30,3293,-1,-1,-0.9,,2.9,-3.6
2020-03-31,2981,0.3,-1,-0.2,,2.3,-5.4
2020-04-01,3882,0.3,-1,4.1,,8,1
2020-04-02,3415,3.9,-1,4.5,,6.2,1.8
2020-04-03,2132,1.7,-1,2.6,,5.8,0.4
2020-04-04,4004,-1,-1,3,,6.9,-0.1
2020-04-05,4063,0.4,-1,3.6,,8,-0.8
2020-04-06,4453,-1,-1,5.6,,8.3,2.2
2020-04-07,5019,0.6,-1,7.4,,11.9,4.6
2020-04-08,5589,0.1,-1,6.4,,9.9,2.5
2020-04-09,4739,0.6,-1,6.2,,10.3,4.5
2020-04-10,4242,-1,-1,3.6,,8.6,0.6
2020-04-11,4560,0.1,-1,4,,8,-0.4
2020-04-12,1060,2.9,-1,4.5,,6.2,1.7
2020-04-13,4691,0.4,-1,4.4,,7.5,1.8
2020-04-14,2925,4.6,-1,2.2,,6.6,0.4
2020-04-15,3100,14.7,2,3.7,-0.7,7.6,0.3
2020-04-16,2648,3.2,3,3,0,7.2,0.3
2020-04-17,4874,-1,-1,4.6,0.3,7.9,1.6
2020-04-18,5139,-1,-1,6,0.2,9.9,2.2
2020-04-19,4945,-1,-1,6.6,-0.2,10.1,2.1
2020-04-20,5462,-1,-1,9.4,4.3,12.7,5.9
2020-04-21,7499,-1,-1,10.4,1.3,15.7,4.9
2020-04-22,6557,-1,-1,7.3,1.3,11.9,5.4
2020-04-23,6905,-1,-1,8.2,-0.6,13.4,2.9
2020-04-24,5175,-1,-1,6.9,1.4,11.4,4.4
2020-04-25,5664,-1,-1,4.5,-3.9,9.5,-0.8
2020-04-26,4155,-1,-1,4.9,-3.1,9.2,0
2020-04-27,5724,-1,-1,4.8,-2.1,8.3,1.1
2020-04-28,5662,0.7,-1,4.4,1.7,6.4,3.1
2020-04-29,4531,4.8,-1,2.9,0,6.5,1.3
2020-04-30,5723,-1,-1,3.1,-3.6,6.5,-0.7
2020-05-01,4490,-1,-1,6.5,0.8,9.6,2.9
2020-05-02,3844,7.8,-1,8.4,4.5,12.4,5.9
2020-05-03,5716,-1,-1,7.7,6.7,11.3,6.6
2020-05-04,5815,-1,-1,6.3,4.9,9,4.6
2020-05-05,8322,-1,-1,9.9,-0.3,14.3,3.3
2020-05-06,7774,-1,-1,11.2,2.4,16.5,6.2
2020-05-07,7644,-1,-1,9.2,0.3,14.1,3.5
2020-05-08,7203,-1,-1,7.8,0,11.3,2.9
2020-05-09,7242,-1,-1,10.1,4.7,14.8,5.6
2020-05-10,5771,0.7,-1,9.3,0.7,12.5,4.9
2020-05-11,3016,10.7,-1,5.3,6.8,11.7,0.6
2020-05-12,6515,0.9,-1,5.5,0,9.5,1.3
2020-05-13,5431,1.9,-1,4.5,-1,7.2,2
2020-05-14,7393,8.9,-1,6.4,-1.2,11,1.2
2020-05-15,5761,5.4,-1,5.8,0,9.8,0.4
2020-05-16,2656,5.1,-1,5.6,2.5,8.6,3.7
2020-05-17,4296,0.2,-1,5.5,-0.1,9.2,1.6
2020-05-18,7566,0.6,-1,7.2,0.7,13,2.5
2020-05-19,7030,4.7,-1,7.2,0.7,12.3,3.1
2020-05-20,7774,0.1,-1,8.2,1.1,12.8,2.9
2020-05-21,6508,-1,-1,10.9,3.4,15.8,5.4
2020-05-22,8433,-1,-1,11.1,4.6,13.7,7.3
2020-05-23,7556,-1,-1,11.5,2.3,16.4,6
2020-05-24,5098,-1,-1,10.8,7.8,12.9,9.2
2020-05-25,9035,-1,-1,15.1,7.9,18.8,10.6
2020-05-26,11368,-1,-1,16.9,5.3,20.9,9.3
2020-05-27,10559,6.4,-1,14.7,5.8,19.2,9.9
2020-05-28,8192,-1,-1,13.7,10.4,17.1,10.5
2020-05-29,9848,-1,-1,13.5,5.1,17.8,8.1
2020-05-30,8810,-1,-1,16.1,6.2,20.1,10.4
2020-05-31,7596,-1,-1,14.9,7.4,20.8,11.1
2020-06-01,10463,-1,-1,12.2,6.8,16.8,11
2020-06-02,11642,-1,-1,12.6,3.9,15.5,7.6
2020-06-03,12444,-1,-1,14.2,5.3,17.5,8.8
2020-06-04,8591,4,-1,14.5,9.8,19.7,12.3
2020-06-05,6935,5.8,-1,13.4,10.9,18.8,11.1
2020-06-06,5288,2.7,-1,13.6,11.4,17,11.7
2020-06-07,7714,-1,-1,14.3,10.4,18.6,11.4
2020-06-08,7386,1.5,-1,15.4,11.4,19.1,13.1
2020-06-09,10267,-1,-1,15.5,12.4,19.4,12.8
2020-06-10,13068,-1,-1,18.6,10.3,24.3,12.8
2020-06-11,12756,-1,-1,17.4,12,23.9,14.8
2020-06-12,11667,-1,-1,18.6,11.3,22.7,14.1
2020-06-13,9656,-1,-1,17.5,8.9,22.4,11.9
2020-06-14,8140,-1,-1,18.3,7.8,22.2,11.5
2020-06-15,12048,-1,-1,19.7,11.1,23.5,15.2
2020-06-16,11370,0.2,-1,20.7,14.8,24.5,17.1
2020-06-17,11674,25.6,-1,20.5,15.3,23.4,16.8
2020-06-18,7079,-1,-1,20,16.2,23.2,18
2020-06-19,5079,-1,-1,21.5,15.1,24.5,17.1
2020-06-20,4544,-1,-1,19.1,16.1,22.6,17.5
2020-06-21,5059,-1,-1,17.4,12.1,19.4,14.3
2020-06-22,10327,-1,-1,17.3,8.6,21.1,12.2
2020-06-23,12137,-1,-1,19.6,8.9,23.3,12.2
2020-06-24,12217,-1,-1,21.7,12,25.8,15.8
2020-06-25,11932,-1,-1,23.4,13.6,27.7,16.8
2020-06-26,11319,-1,-1,22.1,12.9,27.2,16.8
2020-06-27,9371,-1,-1,22.8,13.8,28,16.3
2020-06-28,7886,-1,-1,21.1,15.8,25.3,18.3
2020-06-29,8399,8.3,-1,18.6,16.3,21.2,17.3
2020-06-30,3396,26.4,-1,16,16.1,18.1,13.3
2020-07-01,6791,2.7,-1,16.7,14.3,18.5,15.1
2020-07-02,8096,1.8,-1,16,13.2,18.7,13.5
2020-07-03,4840,-1,-1,17,13.9,18.7,15.1
2020-07-04,2046,8.5,-1,15.7,13,17.1,14.3
2020-07-05,1972,8.6,-1,15.5,13.1,17.5,13.2
2020-07-06,3882,0.5,-1,16.1,14.7,17.7,15
2020-07-07,3459,2.3,-1,14.5,12.6,16.8,13.3
2020-07-08,3794,0.8,-1,14.3,10.7,18.3,12.3
2020-07-09,3699,0.4,-1,14.1,9.3,16.8,11.1
2020-07-10,4329,8.6,-1,15.5,11.4,18.1,12.6
2020-07-11,1514,6,-1,14.2,12,16.2,13.2
2020-07-12,3202,-1,-1,15.4,10,19.2,11.4
2020-07-13,3174,6.5,-1,14.7,11.2,17.6,12.7
2020-07-14,3989,-1,-1,15,7.8,19.2,9.5
2020-07-15,4314,-1,-1,17.5,8.7,21.7,10.8
2020-07-16,4154,-1,-1,19.5,10.2,24.9,12.7
2020-07-17,4080,-1,-1,20.7,12.1,25,14.3
2020-07-18,3792,-1,-1,20.2,14.2,23.5,16
2020-07-19,3221,-1,-1,20.3,13.8,23.5,15.6
2020-07-20,3712,-1,-1,20.6,16.8,24.1,18
2020-07-21,3991,-1,-1,19.1,14.6,22.3,16.7
2020-07-22,6676,0.3,-1,15.8,12.9,19.9,13.5
2020-07-23,6265,5.2,-1,14.2,11.6,17.4,12.5
2020-07-24,4582,6.1,-1,14.6,9.2,17.4,10.8
2020-07-25,5313,1.4,-1,15.4,12.9,18.6,13.3
2020-07-26,6811,-1,-1,17.3,10.3,21.8,12.2
2020-07-27,8883,8.1,-1,19,12.9,21.7,15.4
2020-07-28,5511,6.2,-1,17.4,16.2,19.2,16.6
2020-07-29,5905,9.2,-1,16.9,15.2,20.3,15.8
2020-07-30,8061,-1,-1,16.1,12.2,18.5,14
2020-07-31,8182,-1,-1,18.1,11.3,22.8,13.2
2020-08-01,7259,-1,-1,16.7,10.2,21.5,11.9
2020-08-02,5096,1.3,-1,17.1,12,20,14
2020-08-03,7682,9.6,-1,16.9,15.1,19.6,15.7
2020-08-04,8981,0.2,-1,16.1,11.8,18.2,13.6
2020-08-05,11427,-1,-1,17.2,12.5,20.3,13.7
2020-08-06,10076,-1,-1,17.4,12.7,19.4,15
2020-08-07,10224,-1,-1,18.3,12.8,21.7,14.4
2020-08-08,8676,-1,-1,21.2,13.8,25.6,15.8
2020-08-09,7831,-1,-1,21,13.1,25,15.1
2020-08-10,12128,-1,-1,19.1,13.7,23.3,14.9
2020-08-11,11987,-1,-1,16.2,10.1,20.4,12.1
2020-08-12,11413,3.8,-1,15.2,8.1,18,10.2
2020-08-13,10903,-1,-1,15.1,13.3,17.2,13.8
2020-08-14,10989,-1,-1,17,10.8,19.5,12.6
2020-08-15,8937,-1,-1,19.1,13.3,23.3,15.1
2020-08-16,8358,-1,-1,21.4,15,26.8,17.2
2020-08-17,12641,-1,-1,17.4,8.9,23.8,11.1
2020-08-18,13281,-1,-1,17.5,7.5,21.5,10.1
2020-08-19,13434,-1,-1,18.9,12.3,22.2,15
2020-08-20,13548,-1,-1,19.2,12.3,23.2,14.7
2020-08-21,12441,1.1,-1,20.1,13.4,23.7,15.8
2020-08-22,3531,12.3,-1,18.4,16.2,21.2,17.2
2020-08-23,7390,19.4,-1,19.9,17.2,21.9,17.8
2020-08-24,9010,4.5,-1,16.3,13.4,20.9,14
2020-08-25,11091,2.8,-1,15.3,9.5,19,11.2
2020-08-26,11902,0.1,-1,14.7,7.4,19.2,9.2
2020-08-27,12073,-1,-1,14.2,10.6,18.7,11
2020-08-28,10450,-1,-1,13.8,7.8,18.7,9.5
2020-08-29,6764,13.8,-1,14.3,6.6,18.5,8.6
2020-08-30,3453,6.8,-1,13.1,11,16.5,11.2
2020-08-31,8463,1,-1,13.4,12.6,15.9,12.8
2020-09-01,12440,-1,-1,13.6,7.4,19.1,8.8
2020-09-02,11341,-1,-1,14.5,7.3,17.3,9.3
2020-09-03,8782,0.6,-1,16.6,15.3,19,15.8
2020-09-04,8136,2.7,-1,16.5,14,19.2,15.2
2020-09-05,4295,7.2,-1,16.2,14.6,18.8,13.4
2020-09-06,4322,5,-1,15,11.9,17.4,13
2020-09-07,9449,7.5,-1,14.7,8.9,17.5,10.4
2020-09-08,6615,8.1,-1,12.7,7.2,15.8,9.1
2020-09-09,7799,12.6,-1,13.6,8.5,16.4,10.1
2020-09-10,9129,-1,-1,13.2,11,16.3,11.5
2020-09-11,8953,0.3,-1,12.7,8.6,16.1,9.8
2020-09-12,2751,9.8,-1,14.1,11.4,15,12.7
2020-09-13,5691,-1,-1,13.7,11.2,16.6,12.1
2020-09-14,10035,-1,-1,13.9,7.9,18.3,9.5
2020-09-15,10493,-1,-1,13.4,7.6,17.3,9.6
2020-09-16,8591,0.9,-1,14.1,11.3,17.3,12.5
2020-09-17,4295,-1,-1,9.4,7.1,14.1,7.8
2020-09-18,8265,-1,-1,10.6,5.2,14.3,6.1
2020-09-19,5607,-1,-1,11.3,6.2,15.6,7.8
2020-09-20,4930,-1,-1,11.2,4.6,15.4,6.4
2020-09-21,8942,-1,-1,13,9.8,14.1,10.6
2020-09-22,9719,-1,-1,12.5,11.5,14.9,11.6
2020-09-23,10220,-1,-1,14,7.6,16.8,9.5
2020-09-24,10456,-1,-1,16.1,9.7,20.1,12
2020-09-25,8259,0.1,-1,15.3,13.6,17.1,14.4
2020-09-26,6578,-1,-1,15.1,12,16.5,13.2
2020-09-27,5920,-1,-1,15.6,11.8,19.4,13.3
2020-09-28,9497,-1,-1,14.1,11.3,16,12.8
2020-09-29,8911,0.4,-1,13.2,11.2,14.2,12.6
2020-09-30,9404,-1,-1,13.3,12.3,15.4,12.3
2020-10-01,9353,-1,-1,12.1,8.8,15.2,10
2020-10-02,8856,-1,-1,13,9,15.3,10.7
2020-10-03,4845,0.3,-1,13.3,8.2,15,10.5
2020-10-04,2444,1.7,-1,13.1,12.1,14.6,12.2
2020-10-05,8927,3.9,-1,14.5,11.7,17.3,12.5
2020-10-06,7324,0.8,-1,14.2,11.9,15.6,13.5
2020-10-07,9036,2.7,-1,13.3,10.5,14.5,11.9
2020-10-08,7346,1,-1,13.3,11.8,14.9,12.4
2020-10-09,6157,1.6,-1,12.2,11.3,13.6,11.8
2020-10-10,5765,6,-1,12.3,8.3,14.1,10.8
2020-10-11,3465,1.4,-1,11.1,10.1,13.9,9.7
2020-10-12,6707,5.9,-1,10.1,4.8,13,6.7
2020-10-13,7486,-1,-1,8.7,5.9,12.3,7
2020-10-14,7095,-1,-1,7,2.1,10.7,4.2
2020-10-15,6465,-1,-1,5.5,2.5,7.9,3.8
2020-10-16,5711,-1,-1,4,-0.4,7.8,1.6
2020-10-17,3759,3.5,-1,6.4,-2.2,9.7,0.1
2020-10-18,3024,-1,-1,5.2,4,9.5,2.5
2020-10-19,5867,-1,-1,2.4,1.3,3.9,1.5
2020-10-20,6445,3.6,-1,1.3,-2,4.1,-0.1
2020-10-21,4717,4.4,-1,6.5,-1.7,7.7,0
2020-10-22,3733,13.8,,10.2,7.2,11.8,7.7
2020-10-23,5375,-1,-1,8.5,8.7,11.8,4.6
2020-10-24,3796,0.8,-1,4,-1.6,6.2,0.7
2020-10-25,3247,-1,-1,6.4,3.1,9.3,3.6
2020-10-26,5893,0.3,-1,10.3,8.8,11.1,9.3
2020-10-27,5049,9.6,-1,11.1,9.4,11.9,9.8
2020-10-28,6526,1.8,-1,10.1,8,11.7,8.4
2020-10-29,6547,-1,-1,10.5,8.9,11.5,9.5
2020-10-30,5833,0.2,-1,9,6,10.5,8
2020-10-31,3233,0.9,-1,7.9,4.6,8.7,6.3
2020-11-01,2867,-1,-1,8.9,6.7,9.4,8
2020-11-02,4668,4.1,-1,8.4,6.9,9.4,7
2020-11-03,5966,-1,-1,11.1,8.4,12.9,9.4
2020-11-04,5355,2.4,-1,8.3,4.6,10.9,6
2020-11-05,5770,-1,-1,8.2,1.7,9.7,4.1
2020-11-06,5801,-1,-1,9,2.8,11.2,5.3
2020-11-07,3762,-1,-1,8.9,3.2,11.4,6.2
2020-11-08,2823,-1,-1,4.9,1.1,9.2,2.1
2020-11-09,5744,-1,-1,4.9,-1.4,8,1.7
2020-11-10,5617,-1,,1.6,,4.7,0.6
2020-11-11,4740,4.1,-1,5.8,-3.4,7.7,-0.5
2020-11-12,5672,-1,-1,7.4,6.4,8.7,6.4
2020-11-13,5131,-1,-1,6,5.7,6.9,5.4
2020-11-14,2964,-1,-1,4.8,4.2,5.6,4.6
2020-11-15,2579,-1,-1,4.3,3.2,4.7,3.8
2020-11-16,4919,5.4,-1,4.8,3.4,5.7,3.5
2020-11-17,3797,9.8,-1,6.3,4.9,7.4,5.4
2020-11-18,5024,2.7,-1,9.9,6.8,10.7,7.3
2020-11-19,2893,6.4,-1,8.8,8.7,10.9,7.4
2020-11-20,2884,-1,-1,0.9,-1.6,7.7,-0.9
2020-11-21,1556,11.8,-1,3.1,-4.3,5.9,-1.9
2020-11-22,2458,-1,-1,7.1,4.6,7.9,5.9
2020-11-23,4574,0.2,-1,5.4,3.6,7.5,4.6
2020-11-24,4352,-1,-1,3,1.8,4.9,0.9
2020-11-25,3535,4.9,-1,4.5,-2,8.7,0.3
2020-11-26,3933,1.2,-1,6.2,7.3,8.9,3.2
2020-11-27,3725,-1,-1,1.1,-0.4,3.2,0.3
2020-11-28,2251,0.9,-1,1.6,-1.6,2.2,0.7
2020-11-29,1269,3,-1,0.8,0.4,2,-0.1
2020-11-30,2687,2.4,-1,1.1,-0.6,2.6,-0.4
2020-12-01,3101,2.5,-1,4.7,0.3,6.3,1.2
2020-12-02,3640,-1,-1,3.6,2.9,5.6,2
2020-12-03,3519,-1,-1,0.4,-0.7,2.1,-0.8
2020-12-04,2653,3.7,-1,1.8,0.7,2.5,0.3
2020-12-05,1654,-1,-1,4.2,1.7,5,2.5
2020-12-06,1675,-1,-1,4.1,3.6,4.8,3.7
2020-12-07,3713,-1,-1,2.4,1.3,4.2,1.1
2020-12-08,3601,-1,-1,0.2,-1.6,1.2,-0.1
2020-12-09,3424,-1,-1,-1.4,-3.8,0.4,-2.6
2020-12-10,3421,-1,-1,-1,-3.7,0,-1.9
2020-12-11,2793,0.2,-1,-0.7,-3,0.5,-3.1
2020-12-12,1733,-1,-1,1.6,0.1,3.4,-0.4
2020-12-13,1663,-1,-1,-0.9,-2.9,0.1,-3.1
2020-12-14,3307,-1,-1,-0.5,-1.3,-0.1,-0.8
2020-12-15,3409,9.7,-1,2.3,-0.8,3.4,-0.3
2020-12-16,2656,2.4,-1,3.3,0.8,5,1.7
2020-12-17,3688,2.4,-1,1.8,2.5,4.9,-0.1
2020-12-18,2347,8,-1,3.7,-0.3,4.6,-0.1
2020-12-19,1803,1.5,-1,4.4,1.6,6.3,1.8
2020-12-20,1318,2.2,-1,5.1,5.2,6.8,4.1
2020-12-21,2665,2.5,-1,3.8,3.3,4.3,3
2020-12-22,2841,2.9,-1,4.3,3.2,5.3,3.2
2020-12-23,1698,1.6,-1,2.8,0,4.8,0.8
2020-12-24,883,-1,-1,2.6,1.8,4.3,1.6
2020-12-25,656,0.1,-1,0.7,-1.1,1.8,0.3
2020-12-26,910,-1,-1,-1.3,-1.9,0.7,-1.7
2020-12-27,869,0.4,-1,1.1,-4.3,1.9,-2.6
2020-12-28,1785,4.2,-1,0.7,-0.7,1.8,-0.3
2020-12-29,1315,6.9,-1,1.1,0,1.9,0.6
2020-12-30,1398,2.9,-1,3,0,4.8,0.7
2020-12-31,1454,2.6,-1,2,2,3.9,1.5
2021-01-01,1110,-1,-1,2.3,-1.8,3.7,-0.4
2021-01-02,1231,5.8,-1,-0.2,-0.7,1.8,-1.3
2021-01-03,542,1.2,8,-2.6,,-1.3,-3.8
2021-01-04,1521,-1,8,-1.2,,-0.8,-3.1
2021-01-05,1601,-1,5,-2.6,,-0.9,-3.3
2021-01-06,757,-1,5,-2.8,,-2.4,-3.6
2021-01-07,1647,0.7,4,-0.6,,0.5,-2.5
2021-01-08,1764,-1,5,-2.5,,-1.6,-2.9
2021-01-09,794,0.1,5,-6.6,,-2.9,-8.6
2021-01-10,602,5.4,4,-4,,-0.4,-11.8
2021-01-11,1632,4.1,12,0.2,,0.8,-0.5
2021-01-12,877,19.8,16,-0.7,,0.3,-1.3
2021-01-13,676,3.4,32,-4.4,,-0.6,-8
2021-01-14,893,0.1,31,-14,,-7.6,-18.9
2021-01-15,614,0.5,30,-18.3,,-15,-21.2
2021-01-16,385,-1,29,-15.6,,-11.9,-17.8
2021-01-17,383,-1,29,-11.8,,-7.5,-18.4
2021-01-18,1506,3.9,27,-6.1,,-0.5,-12.8
2021-01-19,1226,1.8,28,0.1,,0.8,-0.7
2021-01-20,1161,3.7,29,-3.6,,0.8,-5.3
2021-01-21,753,6.8,31,-4.1,,-3.3,-5.3
2021-01-22,866,2.4,33,1.8,,2.5,-3.5
2021-01-23,494,1.5,28,2.8,,3.6,1.8
2021-01-24,495,8.4,22,2,,3.1,0.4
2021-01-25,1254,0.4,22,1.2,,2.7,0.1
2021-01-26,1389,6.6,18,1,,1.9,0.6
2021-01-27,1417,0.9,18,0.5,,1.1,-0.1
2021-01-28,1384,0.7,18,-3.2,,-0.1,-4.4
2021-01-29,1315,3.4,18,-3.6,,-1.5,-5
2021-01-30,465,5.2,22,-5.9,,-3.7,-6.7
